MutantID,Operator,Extra,POS_NEG,Class,Line,Original,Mutated,AST_NodeType,AST_Condition,MappingStatus
675,LVR,POS,NEG,org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1338,45792,-2,IfStatement,"BinaryOperation(operandl=BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=sz, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=BinaryOperation(operandl=MemberReference(member=start, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value=1), operator=+, prefix_operators=None), operator=>, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=start, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='0'), operator===, prefix_operators=None), operator=&&, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=BinaryOperation(operandl=MemberReference(member=start, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value=1), operator=+, prefix_operators=None))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='x'), operator===, prefix_operators=None), operator=&&, prefix_operators=None)",Nearby Match (±1 lines)
676,AOR,"+(int,int)","%(int,int)",org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1338,45784,start % 2,IfStatement,"BinaryOperation(operandl=BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=sz, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=BinaryOperation(operandl=MemberReference(member=start, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value=1), operator=+, prefix_operators=None), operator=>, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=start, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='0'), operator===, prefix_operators=None), operator=&&, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=BinaryOperation(operandl=MemberReference(member=start, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value=1), operator=+, prefix_operators=None))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='x'), operator===, prefix_operators=None), operator=&&, prefix_operators=None)",Nearby Match (±1 lines)
677,AOR,"+(int,int)","*(int,int)",org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1338,45784,start * 2,IfStatement,"BinaryOperation(operandl=BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=sz, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=BinaryOperation(operandl=MemberReference(member=start, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value=1), operator=+, prefix_operators=None), operator=>, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=start, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='0'), operator===, prefix_operators=None), operator=&&, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=BinaryOperation(operandl=MemberReference(member=start, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value=1), operator=+, prefix_operators=None))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='x'), operator===, prefix_operators=None), operator=&&, prefix_operators=None)",Nearby Match (±1 lines)
678,AOR,"+(int,int)","-(int,int)",org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1338,45784,start - 2,IfStatement,"BinaryOperation(operandl=BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=sz, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=BinaryOperation(operandl=MemberReference(member=start, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value=1), operator=+, prefix_operators=None), operator=>, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=start, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='0'), operator===, prefix_operators=None), operator=&&, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=BinaryOperation(operandl=MemberReference(member=start, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value=1), operator=+, prefix_operators=None))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='x'), operator===, prefix_operators=None), operator=&&, prefix_operators=None)",Nearby Match (±1 lines)
679,AOR,"+(int,int)","/(int,int)",org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1338,45784,start / 2,IfStatement,"BinaryOperation(operandl=BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=sz, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=BinaryOperation(operandl=MemberReference(member=start, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value=1), operator=+, prefix_operators=None), operator=>, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=start, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='0'), operator===, prefix_operators=None), operator=&&, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=BinaryOperation(operandl=MemberReference(member=start, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value=1), operator=+, prefix_operators=None))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='x'), operator===, prefix_operators=None), operator=&&, prefix_operators=None)",Nearby Match (±1 lines)
680,ROR,"==(int,int)","<=(int,int)",org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1339,45811,i <= sz,IfStatement,"BinaryOperation(operandl=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=MemberReference(member=sz, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operator===, prefix_operators=None)",Exact Match
681,ROR,"==(int,int)",">=(int,int)",org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1339,45811,i >= sz,IfStatement,"BinaryOperation(operandl=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=MemberReference(member=sz, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operator===, prefix_operators=None)",Exact Match
682,ROR,"==(int,int)","FALSE(int,int)",org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1339,45813,false,IfStatement,"BinaryOperation(operandl=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=MemberReference(member=sz, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operator===, prefix_operators=None)",Exact Match
683,LVR,FALSE,TRUE,org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1340,45845,true,IfStatement,"BinaryOperation(operandl=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operandr=MemberReference(member=sz, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]), operator===, prefix_operators=None)",Nearby Match (±1 lines)
684,ROR,"<(int,int)","!=(int,int)",org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1343,45956,i != chars.length,ForStatement,N/A,Exact Match
685,ROR,"<(int,int)","<=(int,int)",org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1343,45956,i <= chars.length,ForStatement,N/A,Exact Match
686,ROR,"<(int,int)","FALSE(int,int)",org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1343,45958,false,ForStatement,N/A,Exact Match
687,ROR,"<(int,int)","!=(int,int)",org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1344,46002,chars[i] != '0',IfStatement,"BinaryOperation(operandl=BinaryOperation(operandl=BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='0'), operator=<, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='9'), operator=>, prefix_operators=None), operator=||, prefix_operators=[]), operandr=BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='a'), operator=<, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='f'), operator=>, prefix_operators=None), operator=||, prefix_operators=[]), operator=&&, prefix_operators=None), operandr=BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='A'), operator=<, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='F'), operator=>, prefix_operators=None), operator=||, prefix_operators=[]), operator=&&, prefix_operators=None)",Exact Match
688,ROR,"<(int,int)","<=(int,int)",org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1344,46002,chars[i] <= '0',IfStatement,"BinaryOperation(operandl=BinaryOperation(operandl=BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='0'), operator=<, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='9'), operator=>, prefix_operators=None), operator=||, prefix_operators=[]), operandr=BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='a'), operator=<, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='f'), operator=>, prefix_operators=None), operator=||, prefix_operators=[]), operator=&&, prefix_operators=None), operandr=BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='A'), operator=<, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='F'), operator=>, prefix_operators=None), operator=||, prefix_operators=[]), operator=&&, prefix_operators=None)",Exact Match
689,ROR,"<(int,int)","FALSE(int,int)",org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1344,46011,false,IfStatement,"BinaryOperation(operandl=BinaryOperation(operandl=BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='0'), operator=<, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='9'), operator=>, prefix_operators=None), operator=||, prefix_operators=[]), operandr=BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='a'), operator=<, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='f'), operator=>, prefix_operators=None), operator=||, prefix_operators=[]), operator=&&, prefix_operators=None), operandr=BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='A'), operator=<, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='F'), operator=>, prefix_operators=None), operator=||, prefix_operators=[]), operator=&&, prefix_operators=None)",Exact Match
690,ROR,">(int,int)","!=(int,int)",org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1344,46020,chars[i] != '9',IfStatement,"BinaryOperation(operandl=BinaryOperation(operandl=BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='0'), operator=<, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='9'), operator=>, prefix_operators=None), operator=||, prefix_operators=[]), operandr=BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='a'), operator=<, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='f'), operator=>, prefix_operators=None), operator=||, prefix_operators=[]), operator=&&, prefix_operators=None), operandr=BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='A'), operator=<, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='F'), operator=>, prefix_operators=None), operator=||, prefix_operators=[]), operator=&&, prefix_operators=None)",Exact Match
691,ROR,">(int,int)",">=(int,int)",org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1344,46020,chars[i] >= '9',IfStatement,"BinaryOperation(operandl=BinaryOperation(operandl=BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='0'), operator=<, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='9'), operator=>, prefix_operators=None), operator=||, prefix_operators=[]), operandr=BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='a'), operator=<, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='f'), operator=>, prefix_operators=None), operator=||, prefix_operators=[]), operator=&&, prefix_operators=None), operandr=BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='A'), operator=<, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='F'), operator=>, prefix_operators=None), operator=||, prefix_operators=[]), operator=&&, prefix_operators=None)",Exact Match
692,ROR,">(int,int)","FALSE(int,int)",org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1344,46029,false,IfStatement,"BinaryOperation(operandl=BinaryOperation(operandl=BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='0'), operator=<, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='9'), operator=>, prefix_operators=None), operator=||, prefix_operators=[]), operandr=BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='a'), operator=<, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='f'), operator=>, prefix_operators=None), operator=||, prefix_operators=[]), operator=&&, prefix_operators=None), operandr=BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='A'), operator=<, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='F'), operator=>, prefix_operators=None), operator=||, prefix_operators=[]), operator=&&, prefix_operators=None)",Exact Match
693,COR,"||(boolean,boolean)","!=(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@isNumber(java.lang.String),1344,46002,chars[i] < '0' != chars[i] > '9',IfStatement,"BinaryOperation(operandl=BinaryOperation(operandl=BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='0'), operator=<, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='9'), operator=>, prefix_operators=None), operator=||, prefix_operators=[]), operandr=BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='a'), operator=<, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='f'), operator=>, prefix_operators=None), operator=||, prefix_operators=[]), operator=&&, prefix_operators=None), operandr=BinaryOperation(operandl=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='A'), operator=<, prefix_operators=None), operandr=BinaryOperation(operandl=MemberReference(member=chars, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[ArraySelector(index=MemberReference(member=i, postfix_operators=[], prefix_operators=[], qualifier=, selectors=[]))]), operandr=Literal(postfix_operators=[], prefix_operators=[], qualifier=None, selectors=[], value='F'), operator=>, prefix_operators=None), operator=||, prefix_operators=[]), operator=&&, prefix_operators=None)",Exact Match
